AssetID,SchoolName,SystemCategory,AssetType,InstallYear,ExpectedUsefulLife,ConditionScore,ConditionSource,Quantity,Unit,UnitCost,ReplacementCost,Criticality,OverrideEOLYear,OverrideReason,Notes
AST000257,Elk Creek ES,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000258,Elk Creek ES,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000259,Elk Creek ES,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000260,Elk Creek ES,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000261,Emory ES,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000262,Emory ES,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000263,Emory ES,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000264,Emory ES,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000265,Emory ES,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000266,Emory ES,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000267,Emory ES,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000268,Emory ES,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000269,Emory ES,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000270,Emory ES,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000271,Emory ES,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000272,Emory ES,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000273,Emory ES,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000274,Fairmount ES,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000275,Fairmount ES,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000276,Fairmount ES,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000277,Fairmount ES,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000278,Fairmount ES,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000279,Fairmount ES,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000280,Fairmount ES,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000281,Fairmount ES,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000282,Fairmount ES,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000283,Fairmount ES,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000284,Fairmount ES,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000285,Fairmount ES,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000286,Fairmount ES,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000287,Fitzmorris ES,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000288,Fitzmorris ES,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000289,Fitzmorris ES,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000290,Fitzmorris ES,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000291,Fitzmorris ES,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000292,Fitzmorris ES,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000293,Fitzmorris ES,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000294,Fitzmorris ES,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000295,Fitzmorris ES,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000296,Fitzmorris ES,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000297,Fitzmorris ES,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000298,Fitzmorris ES,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000299,Fitzmorris ES,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000300,Foothills ES,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000301,Foothills ES,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000302,Foothills ES,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000303,Foothills ES,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000304,Foothills ES,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000305,Foothills ES,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000306,Foothills ES,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000307,Foothills ES,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000308,Foothills ES,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000309,Foothills ES,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000310,Foothills ES,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000311,Foothills ES,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000312,Foothills ES,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000313,Foster Dual Language PK-8,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000314,Foster Dual Language PK-8,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000315,Foster Dual Language PK-8,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000316,Foster Dual Language PK-8,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000317,Foster Dual Language PK-8,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000318,Foster Dual Language PK-8,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000319,Foster Dual Language PK-8,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000320,Foster Dual Language PK-8,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000321,Foster Dual Language PK-8,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000322,Foster Dual Language PK-8,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000323,Foster Dual Language PK-8,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000324,Foster Dual Language PK-8,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000325,Foster Dual Language PK-8,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000326,Fremont ES,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000327,Fremont ES,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000328,Fremont ES,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000329,Fremont ES,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000330,Fremont ES,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000331,Fremont ES,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000332,Fremont ES,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000333,Fremont ES,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000334,Fremont ES,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000335,Fremont ES,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000336,Fremont ES,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000337,Fremont ES,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000338,Fremont ES,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000339,Anderson Preschool,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000340,Anderson Preschool,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000341,Anderson Preschool,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000342,Anderson Preschool,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000343,Anderson Preschool,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000344,Anderson Preschool,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000345,Anderson Preschool,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000346,Anderson Preschool,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000347,Anderson Preschool,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000348,Anderson Preschool,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000349,Anderson Preschool,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000350,Anderson Preschool,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000351,Anderson Preschool,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000352,Glennon Heights ES,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000353,Glennon Heights ES,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000354,Glennon Heights ES,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000355,Glennon Heights ES,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000356,Glennon Heights ES,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000357,Glennon Heights ES,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000358,Glennon Heights ES,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000359,Glennon Heights ES,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000360,Glennon Heights ES,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000361,Glennon Heights ES,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000362,Glennon Heights ES,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000363,Glennon Heights ES,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000364,Glennon Heights ES,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000365,Governor's Ranch ES,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000366,Governor's Ranch ES,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000367,Governor's Ranch ES,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000368,Governor's Ranch ES,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000369,Governor's Ranch ES,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000370,Governor's Ranch ES,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000371,Governor's Ranch ES,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000372,Governor's Ranch ES,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000373,Governor's Ranch ES,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000374,Governor's Ranch ES,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000375,Governor's Ranch ES,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000376,Governor's Ranch ES,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000377,Governor's Ranch ES,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000378,Green Gables ES,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000379,Green Gables ES,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000380,Green Gables ES,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000381,Green Gables ES,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000382,Green Gables ES,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000383,Green Gables ES,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000384,Green Gables ES,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000385,Green Gables ES,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000386,Green Gables ES,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000387,Green Gables ES,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000388,Green Gables ES,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000389,Green Gables ES,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000390,Green Gables ES,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000391,Green Mountain ES,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000392,Green Mountain ES,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000393,Green Mountain ES,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000394,Green Mountain ES,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000395,Green Mountain ES,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000396,Green Mountain ES,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000397,Green Mountain ES,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000398,Green Mountain ES,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000399,Green Mountain ES,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000400,Green Mountain ES,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000401,Green Mountain ES,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000402,Green Mountain ES,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000403,Green Mountain ES,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000404,Hackberry Hill ES,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000405,Hackberry Hill ES,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000406,Hackberry Hill ES,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000407,Hackberry Hill ES,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000408,Hackberry Hill ES,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000409,Hackberry Hill ES,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000410,Hackberry Hill ES,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000411,Hackberry Hill ES,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000412,Hackberry Hill ES,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000413,Hackberry Hill ES,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000414,Hackberry Hill ES,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000415,Hackberry Hill ES,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000416,Hackberry Hill ES,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000417,Hutchinson ES,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000418,Hutchinson ES,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000419,Hutchinson ES,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000420,Hutchinson ES,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000421,Hutchinson ES,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000422,Hutchinson ES,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000423,Hutchinson ES,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000424,Hutchinson ES,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000425,Hutchinson ES,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000426,Hutchinson ES,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000427,Hutchinson ES,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000428,Hutchinson ES,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000429,Hutchinson ES,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000430,Irwin Preschool,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000431,Irwin Preschool,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000432,Irwin Preschool,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000433,Irwin Preschool,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000434,Irwin Preschool,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000435,Irwin Preschool,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000436,Irwin Preschool,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000437,Irwin Preschool,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000438,Irwin Preschool,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000439,Irwin Preschool,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000440,Irwin Preschool,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000441,Irwin Preschool,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000442,Irwin Preschool,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000443,Sheridan Green ES,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000444,Sheridan Green ES,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000445,Sheridan Green ES,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000446,Sheridan Green ES,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000447,Sheridan Green ES,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000448,Sheridan Green ES,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000449,Sheridan Green ES,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000450,Sheridan Green ES,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000451,Sheridan Green ES,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000452,Sheridan Green ES,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000453,Sheridan Green ES,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000454,Sheridan Green ES,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000455,Sheridan Green ES,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000456,Kendallvue ES,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000457,Kendallvue ES,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000458,Kendallvue ES,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000459,Kendallvue ES,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000460,Kendallvue ES,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000461,Kendallvue ES,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000462,Kendallvue ES,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000463,Kendallvue ES,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000464,Kendallvue ES,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000465,Kendallvue ES,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000466,Kendallvue ES,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000467,Kendallvue ES,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000468,Kendallvue ES,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000469,Kendrick Lakes ES,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000470,Kendrick Lakes ES,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000471,Kendrick Lakes ES,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000472,Kendrick Lakes ES,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000473,Kendrick Lakes ES,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000474,Kendrick Lakes ES,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000475,Kendrick Lakes ES,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000476,Kendrick Lakes ES,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000477,Kendrick Lakes ES,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000478,Kendrick Lakes ES,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000479,Kendrick Lakes ES,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000480,Kendrick Lakes ES,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000481,Kendrick Lakes ES,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000482,Kullerstrand ES,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000483,Kullerstrand ES,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000484,Kullerstrand ES,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000485,Kullerstrand ES,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000486,Kullerstrand ES,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000487,Kullerstrand ES,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000488,Kullerstrand ES,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000489,Kullerstrand ES,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000490,Kullerstrand ES,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
